,Data,UF-Cidade,Temp. Min.,Temp. Max.,Nasc. Sol,Por Sol,% Chuva,IUV,UF,Cidade
41,2019-12-20,RO/Porto-Velho,23,33,0 days 06:54:00.000000000,0 days 19:32:00.000000000,80,13,RO,Porto Velho
42,2019-12-20,RJ/Campos-dos-Goytacazes,24,31,0 days 04:58:00.000000000,0 days 18:26:00.000000000,80,13,RJ,Campos dos Goytacazes
43,2019-12-20,RJ/Belford-Roxo,22,31,0 days 05:05:00.000000000,0 days 18:37:00.000000000,80,13,RJ,Belford Roxo
44,2019-12-20,ES/Serra,24,30,0 days 04:58:00.000000000,0 days 18:19:00.000000000,5,13,ES,Serra
45,2019-12-20,RS/Caxias-do-Sul,17,28,0 days 05:21:00.000000000,0 days 19:22:00.000000000,30,13,RS,Caxias do Sul
46,2019-12-20,ES/Vila-Velha,24,30,0 days 04:57:00.000000000,0 days 18:19:00.000000000,5,13,ES,Vila Velha
47,2019-12-20,SC/Florianópolis,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SC,Florianópolis
48,2019-12-20,RJ/São-João-de-Meriti,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,RJ,São João de Meriti
49,2019-12-20,SP/Mauá,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,Mauá
50,2019-12-20,AP/Macapá,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,AP,Macapá
51,2019-12-20,SP/São-José-do-Rio-Preto,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,São José do Rio Preto
52,2019-12-20,SP/Santos,22,28,0 days 05:14:00.000000000,0 days 18:51:00.000000000,60,13,SP,Santos
53,2019-12-20,SP/Mogi-das-Cruzes,19,28,0 days 05:14:00.000000000,0 days 18:49:00.000000000,80,13,SP,Mogi das Cruzes
54,2019-12-20,MG/Betim,20,30,0 days 05:14:00.000000000,0 days 18:34:00.000000000,87,13,MG,Betim
55,2019-12-20,SP/Diadema,19,30,0 days 05:16:00.000000000,0 days 18:51:00.000000000,80,13,SP,Diadema
56,2019-12-20,PB/Campina-Grande,21,31,0 days 05:04:00.000000000,0 days 17:37:00.000000000,5,12,PB,Campina Grande
57,2019-12-20,SP/Jundiaí,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,Jundiaí
58,2019-12-20,PR/Maringá,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,PR,Maringá
59,2019-12-20,MG/Montes-Claros,20,33,0 days 05:19:00.000000000,0 days 18:26:00.000000000,5,13,MG,Montes Claros
60,2019-12-20,SP/Carapicuíba,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,Carapicuíba
61,2019-12-20,PE/Olinda,25,31,0 days 04:59:00.000000000,0 days 17:34:00.000000000,70,12,PE,Olinda
62,2019-12-20,SP/Piracicaba,19,28,0 days 05:22:00.000000000,0 days 18:54:00.000000000,80,13,SP,Piracicaba
63,2019-12-20,ES/Cariacica,24,30,0 days 04:58:00.000000000,0 days 18:20:00.000000000,5,13,ES,Cariacica
64,2019-12-20,SP/Bauru,20,31,0 days 05:28:00.000000000,0 days 18:58:00.000000000,80,13,SP,Bauru
65,2019-12-20,AC/Rio-Branco,23,30,0 days 07:07:00.000000000,0 days 19:50:00.000000000,80,13,AC,Rio Branco
66,2019-12-20,GO/Anápolis,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,GO,Anápolis
67,2019-12-20,SP/São-Vicente,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,São Vicente
68,2019-12-20,ES/Vitória,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,ES,Vitória
69,2019-12-20,CE/Caucaia,25,32,0 days 05:21:00.000000000,0 days 17:42:00.000000000,7,11,CE,Caucaia
70,2019-12-20,SP/Itaquaquecetuba,19,30,0 days 05:15:00.000000000,0 days 18:50:00.000000000,80,13,SP,Itaquaquecetuba
71,2019-12-20,PE/Caruaru,21,31,0 days 05:03:00.000000000,0 days 17:39:00.000000000,5,12,PE,Caruaru
72,2019-12-20,RS/Pelotas,19,29,0 days 05:20:00.000000000,0 days 19:33:00.000000000,13,12,RS,Pelotas
73,2019-12-20,BA/Vitória-da-Conquista,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,BA,Vitória da Conquista
74,2019-12-20,RS/Canoas,20,34,0 days 05:20:00.000000000,0 days 19:24:00.000000000,30,12,RS,Canoas
75,2019-12-20,SP/Franca,19,29,0 days 05:25:00.000000000,0 days 18:48:00.000000000,87,13,SP,Franca
76,2019-12-20,PR/Ponta-Grossa,16,26,0 days 05:27:00.000000000,0 days 19:09:00.000000000,87,13,PR,Ponta Grossa
77,2019-12-20,SC/Blumenau,20,30,0 days 05:18:00.000000000,0 days 19:08:00.000000000,80,13,SC,Blumenau
78,2019-12-20,PE/Petrolina,23,36,0 days 05:19:00.000000000,0 days 17:59:00.000000000,5,12,PE,Petrolina
79,2019-12-20,PE/Paulista,25,31,0 days 04:59:00.000000000,0 days 17:34:00.000000000,70,12,PE,Paulista
80,2019-12-20,MG/Ribeirão-das-Neves,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,MG,Ribeirão das Neves
81,2019-12-20,MG/Uberaba,19,28,0 days 05:29:00.000000000,0 days 18:49:00.000000000,87,13,MG,Uberaba
82,2019-12-20,RR/Boa-Vista,24,32,0 days 07:01:00.000000000,0 days 18:59:00.000000000,80,11,RR,Boa Vista
83,2019-12-20,PR/Cascavel,20,27,0 days 05:40:00.000000000,0 days 19:22:00.000000000,80,13,PR,Cascavel
84,2019-12-20,SP/Guarujá,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,Guarujá
85,2019-12-20,SP/Taubaté,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,Taubaté
86,2019-12-20,RJ/Petrópolis,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,RJ,Petrópolis
87,2019-12-20,SP/Limeira,16,28,0 days 05:21:00.000000000,0 days 18:52:00.000000000,80,13,SP,Limeira
88,2019-12-20,SP/Praia-Grande,23,27,0 days 05:14:00.000000000,0 days 18:51:00.000000000,60,13,SP,Praia Grande
89,2019-12-20,PR/São-José-dos-Pinhais,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,PR,São José dos Pinhais
90,2019-12-20,PA/Santarém,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,PA,Santarém
91,2019-12-20,RN/Mossoró,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,RN,Mossoró
92,2019-12-20,SP/Suzano,19,30,0 days 05:15:00.000000000,0 days 18:50:00.000000000,80,13,SP,Suzano
93,2019-12-20,BA/Camaçari,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,BA,Camaçari
94,2019-12-20,MG/Governador-Valadares,23,33,0 days 05:07:00.000000000,0 days 18:23:00.000000000,20,13,MG,Governador Valadares
95,2019-12-20,RS/Santa-Maria,20,35,0 days 05:31:00.000000000,0 days 19:34:00.000000000,20,12,RS,Santa Maria
96,2019-12-20,RS/Gravataí,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,RS,Gravataí
97,2019-12-20,SP/Taboão-da-Serra,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,Taboão da Serra
98,2019-12-20,MT/Várzea-Grande,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,MT,Várzea Grande
99,2019-12-20,TO/Palmas,23,35,0 days 05:49:00.000000000,0 days 18:32:00.000000000,80,12,TO,Palmas
100,2019-12-20,CE/Juazeiro-do-Norte,25,37,0 days 05:18:00.000000000,0 days 17:51:00.000000000,5,12,CE,Juazeiro do Norte
101,2019-12-20,PR/Foz-do-Iguaçu,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,PR,Foz do Iguaçu
102,2019-12-20,SP/Sumaré,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,Sumaré
103,2019-12-20,RJ/Volta-Redonda,21,28,0 days 05:08:00.000000000,0 days 18:39:00.000000000,80,13,RJ,Volta Redonda
104,2019-12-20,SP/Barueri,18,30,0 days 05:17:00.000000000,0 days 18:52:00.000000000,80,13,SP,Barueri
105,2019-12-20,SP/Embu-das-Artes,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,Embu das Artes
106,2019-12-20,PA/Marabá,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,PA,Marabá
107,2019-12-20,MG/Ipatinga,22,33,0 days 05:08:00.000000000,0 days 18:26:00.000000000,20,13,MG,Ipatinga
108,2019-12-20,MA/Imperatriz,25,36,0 days 05:54:00.000000000,0 days 18:20:00.000000000,80,12,MA,Imperatriz
109,2019-12-20,RS/Viamão,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,RS,Viamão
110,2019-12-20,RS/Novo-Hamburgo,18,33,0 days 05:20:00.000000000,0 days 19:23:00.000000000,30,12,RS,Novo Hamburgo
111,2019-12-20,SP/São-Carlos,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,São Carlos
112,2019-12-20,RN/Parnamirim,24,31,0 days 05:04:00.000000000,0 days 17:32:00.000000000,5,12,RN,Parnamirim
113,2019-12-20,RJ/Magé,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,RJ,Magé
114,2019-12-20,SP/Marília,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,Marília
115,2019-12-20,MG/Sete-Lagoas,19,32,0 days 05:15:00.000000000,0 days 18:33:00.000000000,80,13,MG,Sete Lagoas
116,2019-12-20,PR/Colombo,16,26,0 days 05:22:00.000000000,0 days 19:05:00.000000000,90,13,PR,Colombo
117,2019-12-20,RJ/Macaé,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,RJ,Macaé
118,2019-12-20,AL/Arapiraca,22,33,0 days 05:03:00.000000000,0 days 17:45:00.000000000,5,12,AL,Arapiraca
119,2019-12-20,MG/Divinópolis,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,MG,Divinópolis
120,2019-12-20,SC/São-José,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SC,São José
121,2019-12-20,RJ/Itaboraí,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,RJ,Itaboraí
122,2019-12-20,RS/São-Leopoldo,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,RS,São Leopoldo
123,2019-12-20,SP/Americana,20,31,0 days 05:20:00.000000000,0 days 18:52:00.000000000,80,13,SP,Americana
124,2019-12-20,SP/Indaiatuba,21,31,0 days 05:19:00.000000000,0 days 18:53:00.000000000,80,13,SP,Indaiatuba
125,2019-12-20,SP/Cotia,17,30,0 days 05:17:00.000000000,0 days 18:52:00.000000000,80,13,SP,Cotia
126,2019-12-20,SP/Jacareí,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,Jacareí
127,2019-12-20,SP/Araraquara,18,33,0 days 05:26:00.000000000,0 days 18:54:00.000000000,80,13,SP,Araraquara
128,2019-12-20,SP/Presidente-Prudente,20,31,0 days 05:38:00.000000000,0 days 19:07:00.000000000,80,13,SP,Presidente Prudente
129,2019-12-20,SP/Itapevi,17,31,0 days 05:17:00.000000000,0 days 18:52:00.000000000,80,13,SP,Itapevi
130,2019-12-20,CE/Maracanaú,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,CE,Maracanaú
131,2019-12-20,BA/Itabuna,23,29,0 days 05:04:00.000000000,0 days 18:04:00.000000000,5,12,BA,Itabuna
132,2019-12-20,BA/Juazeiro,24,36,0 days 05:19:00.000000000,0 days 17:59:00.000000000,5,12,BA,Juazeiro
133,2019-12-20,MG/Santa-Luzia,20,30,0 days 05:13:00.000000000,0 days 18:32:00.000000000,87,13,MG,Santa Luzia
134,2019-12-20,SP/Hortolândia,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,Hortolândia
135,2019-12-20,MT/Rondonópolis,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,MT,Rondonópolis
136,2019-12-20,MS/Dourados,20,29,0 days 05:51:00.000000000,0 days 19:21:00.000000000,80,13,MS,Dourados
137,2019-12-20,RS/Rio-Grande,19,29,0 days 05:18:00.000000000,0 days 19:33:00.000000000,5,12,RS,Rio Grande
138,2019-12-20,ES/Cachoeiro-de-Itapemirim,21,35,0 days 04:59:00.000000000,0 days 18:23:00.000000000,80,13,ES,Cachoeiro de Itapemirim
139,2019-12-20,RS/Alvorada,20,34,0 days 05:19:00.000000000,0 days 19:24:00.000000000,5,12,RS,Alvorada
140,2019-12-20,SC/Criciúma,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SC,Criciúma
141,2019-12-20,RJ/Cabo-Frio,22,27,0 days 04:59:00.000000000,0 days 18:31:00.000000000,80,13,RJ,Cabo Frio
142,2019-12-20,GO/Rio-Verde,20,31,0 days 05:45:00.000000000,0 days 18:57:00.000000000,90,13,GO,Rio Verde
143,2019-12-20,SC/Chapecó,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SC,Chapecó
144,2019-12-20,SC/Itajaí,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SC,Itajaí
145,2019-12-20,CE/Sobral,23,38,0 days 05:28:00.000000000,0 days 17:49:00.000000000,5,12,CE,Sobral
146,2019-12-20,SP/Rio-Claro,17,28,0 days 05:22:00.000000000,0 days 18:53:00.000000000,80,13,SP,Rio Claro
147,2019-12-20,PE/Cabo-de-Santo-Agostinho,25,31,0 days 04:59:00.000000000,0 days 17:35:00.000000000,70,12,PE,Cabo de Santo Agostinho
148,2019-12-20,RS/Passo-Fundo,18,29,0 days 05:28:00.000000000,0 days 19:25:00.000000000,30,13,RS,Passo Fundo
149,2019-12-20,SP/Araçatuba,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,Araçatuba
150,2019-12-20,GO/Luziânia,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,GO,Luziânia
151,2019-12-20,SP/Santa-Bárbara-d’Oeste,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,Santa Bárbara d’Oeste
152,2019-12-20,BA/Lauro-de-Freitas,26,30,0 days 05:04:00.000000000,0 days 17:57:00.000000000,5,12,BA,Lauro de Freitas
153,2019-12-20,PA/Castanhal,24,32,0 days 06:03:00.000000000,0 days 18:15:00.000000000,80,11,PA,Castanhal
154,2019-12-20,RJ/Angra-dos-Reis,22,28,0 days 05:08:00.000000000,0 days 18:41:00.000000000,73,13,RJ,Angra dos Reis
155,2019-12-20,RJ/Nova-Friburgo,19,26,0 days 05:02:00.000000000,0 days 18:32:00.000000000,90,13,RJ,Nova Friburgo
156,2019-12-20,PA/Parauapebas,26,36,0 days 06:02:00.000000000,0 days 18:31:00.000000000,80,12,PA,Parauapebas
157,2019-12-20,SP/Ferraz-de-Vasconcelos,19,30,0 days 05:15:00.000000000,0 days 18:50:00.000000000,80,13,SP,Ferraz de Vasconcelos
158,2019-12-20,GO/Águas-Lindas-de-Goiás,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,GO,Águas Lindas de Goiás
159,2019-12-20,BA/Ilhéus,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,BA,Ilhéus
160,2019-12-20,RJ/Barra-Mansa,21,28,0 days 05:08:00.000000000,0 days 18:39:00.000000000,80,13,RJ,Barra Mansa
161,2019-12-20,PR/Guarapuava,17,23,0 days 05:31:00.000000000,0 days 19:15:00.000000000,90,13,PR,Guarapuava
162,2019-12-20,SE/Nossa-Senhora-do-Socorro,26,30,0 days 05:03:00.000000000,0 days 17:48:00.000000000,5,12,SE,Nossa Senhora do Socorro
163,2019-12-20,MA/São-José-de-Ribamar,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,MA,São José de Ribamar
164,2019-12-20,MG/Ibirité,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,MG,Ibirité
165,2019-12-20,RJ/Teresópolis,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,RJ,Teresópolis
166,2019-12-20,RJ/Mesquita,22,34,0 days 05:07:00.000000000,0 days 18:39:00.000000000,80,13,RJ,Mesquita
167,2019-12-20,TO/Araguaína,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,TO,Araguaína
168,2019-12-20,SP/Francisco-Morato,18,29,0 days 05:17:00.000000000,0 days 18:51:00.000000000,80,13,SP,Francisco Morato
169,2019-12-20,SP/Itu,21,32,0 days 05:19:00.000000000,0 days 18:53:00.000000000,80,13,SP,Itu
170,2019-12-20,SP/Itapecerica-da-Serra,17,30,0 days 05:16:00.000000000,0 days 18:52:00.000000000,80,13,SP,Itapecerica da Serra
171,2019-12-20,MA/Timon,24,39,0 days 05:36:00.000000000,0 days 18:01:00.000000000,5,11,MA,Timon
172,2019-12-20,MG/Poços-de-Caldas,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,MG,Poços de Caldas
173,2019-12-20,BA/Jequié,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,BA,Jequié
174,2019-12-20,ES/Linhares,23,31,0 days 04:58:00.000000000,0 days 18:16:00.000000000,5,13,ES,Linhares
175,2019-12-20,MA/Caxias,24,39,0 days 05:38:00.000000000,0 days 18:03:00.000000000,5,11,MA,Caxias
176,2019-12-20,SC/Jaraguá-do-Sul,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SC,Jaraguá do Sul
177,2019-12-20,SP/Pindamonhangaba,21,29,0 days 05:12:00.000000000,0 days 18:45:00.000000000,90,13,SP,Pindamonhangaba
178,2019-12-20,SP/Bragança-Paulista,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,Bragança Paulista
179,2019-12-20,SC/Lages,16,25,0 days 05:21:00.000000000,0 days 19:16:00.000000000,30,13,SC,Lages
180,2019-12-20,RJ/Nilópolis,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,RJ,Nilópolis
181,2019-12-20,SP/São-Caetano-do-Sul,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,São Caetano do Sul
182,2019-12-20,BA/Teixeira-de-Freitas,21,31,0 days 05:01:00.000000000,0 days 18:11:00.000000000,5,12,BA,Teixeira de Freitas
183,2019-12-20,SP/Itapetininga,14,29,0 days 05:21:00.000000000,0 days 18:57:00.000000000,80,13,SP,Itapetininga
184,2019-12-20,SC/Palhoça,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SC,Palhoça
185,2019-12-20,BA/Alagoinhas,18,31,0 days 05:05:00.000000000,0 days 17:56:00.000000000,5,12,BA,Alagoinhas
186,2019-12-20,PE/Camaragibe,23,32,0 days 04:59:00.000000000,0 days 17:35:00.000000000,70,12,PE,Camaragibe
187,2019-12-20,BA/Barreiras,21,37,0 days 05:32:00.000000000,0 days 18:22:00.000000000,5,13,BA,Barreiras
188,2019-12-20,GO/Valparaíso-de-Goiás,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,GO,Valparaíso de Goiás
189,2019-12-20,PR/Paranaguá,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,PR,Paranaguá
190,2019-12-20,PI/Parnaíba,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,PI,Parnaíba
191,2019-12-20,PA/Abaetetuba,24,33,0 days 06:06:00.000000000,0 days 18:19:00.000000000,80,11,PA,Abaetetuba
192,2019-12-20,MG/Patos-de-Minas,19,28,0 days 05:26:00.000000000,0 days 18:41:00.000000000,80,13,MG,Patos de Minas
193,2019-12-20,SP/Mogi-Guaçu,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,Mogi Guaçu
194,2019-12-20,SP/Franco-da-Rocha,18,30,0 days 05:17:00.000000000,0 days 18:51:00.000000000,80,13,SP,Franco da Rocha
195,2019-12-20,BA/Porto-Seguro,23,29,0 days 05:00:00.000000000,0 days 18:07:00.000000000,5,12,BA,Porto Seguro
196,2019-12-20,RJ/Maricá,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,RJ,Maricá
197,2019-12-20,RJ/Queimados,23,31,0 days 05:05:00.000000000,0 days 18:37:00.000000000,80,13,RJ,Queimados
198,2019-12-20,MG/Pouso-Alegre,21,29,0 days 05:16:00.000000000,0 days 18:46:00.000000000,90,13,MG,Pouso Alegre
199,2019-12-20,SP/Jaú,19,29,0 days 05:37:00.000000000,0 days 18:41:00.000000000,87,13,SP,Jaú
